AT2G43120	OS03G0845000
AT2G30460	OS01G0167500
AT3G02590	OS01G0134500
AT2G19560	OS09G0386400
AT5G19970	OS01G0647000
AT5G48430	OS01G0937800
AT5G48430	OS01G0936900
AT5G48430	OS01G0937200
AT5G48430	OS01G0937100
AT5G48430	OS01G0937050
AT5G48430	OS01G0937000
AT5G48430	OS01G0937500
AT5G48430	OS01G0937600
AT3G18430	OS02G0802400
AT4G33490	OS11G0184800
AT4G33490	OS12G0177500
AT4G33490	OS11G0184600
AT4G33490	OS11G0183900
AT5G18130	OS03G0806600
AT5G18130	OS07G0204100
AT1G77120	OS11G0210600
AT1G77120	OS11G0210300
AT1G77120	OS11G0210500
AT1G50590	OS09G0484800
AT5G05470	OS03G0296400
AT5G05470	OS07G0692800
AT2G31740	OS04G0379300
AT4G27670	OS03G0245800
AT4G27670	OS03G0835700
AT3G28300	OS03G0199100
AT3G28300	OS10G0359200
AT3G23830	OS01G0916600
AT4G33220	OS08G0450100
AT4G08810	OS07G0633600
AT3G32980	OS10G0109300
AT3G32980	OS10G0107000
AT3G32980	OS03G0234900
AT3G32980	OS03G0234500
AT3G25030	OS01G0917900
AT4G29580	OS06G0611600
AT4G29580	OS01G0712700
AT3G62200	OS03G0370200
AT3G62200	OS07G0637200
AT3G54060	OS03G0100010
AT3G19830	OS02G0829200
AT2G14880	OS03G0761000
AT2G14880	OS12G0507500
AT3G03780	OS12G0623900
AT3G03780	OS12G0624000
AT5G12430	OS05G0374600
AT5G12430	OS01G0273500
AT1G15500	OS02G0208100
AT1G15500	OS01G0647100
AT4G24026	OS10G0502100
AT1G77760	OS08G0468100
AT1G77760	OS08G0468700
AT1G77760	OS02G0770800
AT3G24780	OS02G0179600
AT3G24780	OS06G0652100
AT3G24780	OS09G0499400
AT3G24780	OS12G0141800
AT3G24780	OS09G0499500
AT4G25970	OS01G0959800
AT3G06150	OS05G0396900
AT5G19770	OS07G0574800
AT5G07040	OS12G0135300
AT1G53510	OS01G0665200
AT1G53510	OS05G0566400
AT1G53510	OS06G0367900
AT1G53510	OS01G0629900
AT3G52750	OS05G0443800
AT1G51410	OS01G0528800
AT5G27810	OS03G0582400
AT1G50020	OS11G0549900
AT3G13600	OS03G0374500
AT3G13600	OS07G0633400
AT3G13600	OS03G0167200
AT3G13600	OS10G0411500
AT5G59880	OS05G0113400
AT4G32050	OS02G0798700
AT2G39725	OS08G0278600
AT1G22370	OS04G0319800
AT1G22370	OS04G0324100
AT1G22370	OS04G0451200
AT1G22370	OS04G0320700
AT1G22370	OS08G0168700
AT1G22370	OS04G0314100
AT1G22370	OS06G0220500
AT1G22370	OS08G0404000
AT1G22370	OS02G0755900
AT1G22370	OS02G0577700
AT1G22370	OS02G0490500
AT1G22370	OS04G0326100
AT1G22370	OS02G0578300
AT1G22370	OS04G0319700
AT1G22370	OS04G0326201
AT2G38660	OS09G0327300
AT4G00690	OS03G0344300
AT4G00690	OS01G0355900
AT3G15380	OS04G0681600
AT3G15380	OS04G0681400
AT4G35640	OS03G0133900
AT3G13222	OS09G0261400
AT1G17270	OS07G0572600
AT4G17920	OS10G0574400
AT4G33360	OS03G0184550
AT4G33360	OS03G0184600
AT1G74350	OS06G0634100
AT1G75230	OS05G0567500
AT1G75230	OS05G0579100
AT1G75230	OS03G0248250
AT1G29150	OS03G0576400
AT1G29150	OS04G0444600
AT1G17140	OS01G0757600
AT1G17140	OS05G0514500
AT1G08380	OS04G0414700
AT1G43560	OS01G0963400
AT5G26030	OS09G0297000
AT4G24900	OS09G0506900
AT4G03190	OS05G0150500
AT3G56660	OS07G0644100
AT3G56660	OS05G0411300
AT1G07700	OS02G0567100
AT1G33750	OS03G0361500
AT1G33750	OS03G0362032
AT1G14750	OS03G0225200
AT5G62760	OS02G0215000
AT3G18035	OS08G0428800
AT3G18035	OS09G0402100
AT5G17210	OS06G0114700
AT5G02190	OS01G0844500
AT5G02190	OS03G0271900
AT1G44120	OS11G0183800
AT4G01995	OS05G0131100
AT4G01995	OS05G0131401
AT4G21320	OS06G0682900
AT1G37130	OS08G0468100
AT1G37130	OS08G0468700
AT1G37130	OS02G0770800
AT5G48510	OS11G0111900
AT5G48510	OS12G0111500
AT5G55560	OS07G0584100
AT3G14400	OS05G0510300
AT5G65820	OS03G0728200
AT4G02300	OS07G0675100
AT4G02300	OS01G0312500
AT2G25330	OS02G0613400
AT3G18840	OS03G0701400
AT1G48175	OS03G0321900
AT2G28560	OS05G0121700
AT5G63190	OS04G0482800
AT5G63190	OS08G0120500
AT1G72140	OS01G0872000
AT1G72140	OS01G0872600
AT1G72140	OS01G0871900
AT1G72140	OS08G0527700
AT1G72140	OS01G0871500
AT1G72140	OS01G0872100
AT1G72140	OS05G0431700
AT1G72140	OS05G0430900
AT1G72140	OS01G0871600
AT1G72140	OS04G0691400
AT1G72140	OS10G0148400
AT1G72140	OS01G0872500
AT2G21140	OS10G0150700
AT2G21140	OS10G0150400
AT2G21140	OS10G0149200
AT2G21140	OS03G0245300
AT2G21140	OS10G0150300
AT2G21140	OS10G0148100
AT2G21140	OS10G0150000
AT2G21140	OS10G0149800
AT2G21140	OS10G0149400
AT2G21140	OS10G0149000
AT2G21140	OS10G0150600
AT2G21140	OS10G0150800
AT2G21140	OS10G0149100
AT2G21140	OS07G0484900
AT2G21140	OS03G0245200
AT2G21140	OS10G0148700
AT2G01300	OS01G0121600
AT2G01300	OS01G0121500
AT1G14420	OS06G0583900
AT1G14420	OS06G0144900
AT1G14420	OS02G0214400
AT1G14420	OS06G0144200
AT1G01710	OS04G0558400
AT2G35240	OS06G0116600
AT2G35240	OS04G0601800
AT5G38120	OS03G0132000
AT1G44000	OS04G0692600
AT1G73960	OS09G0410125
AT1G73960	OS09G0409950
AT1G73960	OS09G0410300
AT4G31570	OS02G0148300
AT2G35960	OS04G0685400
AT2G35960	OS04G0416700
AT2G35960	OS02G0538700
AT2G35960	OS11G0157200
AT2G35960	OS08G0102700
AT2G35960	OS12G0159600
AT1G11360	OS07G0551400
AT1G11360	OS05G0501700
AT1G11360	OS01G0783500
AT2G33400	OS04G0511700
AT2G33400	OS03G0138500
AT1G04490	OS03G0139200
AT1G15310	OS01G0772800
AT1G13300	OS02G0325600
AT3G12010	OS10G0400900
AT1G55530	OS05G0488800
AT1G55530	OS03G0812200
AT4G30280	OS06G0696600
AT4G10050	OS04G0443500
AT2G02180	OS10G0537500
AT2G02180	OS03G0120300
AT2G42690	OS01G0710700
AT1G32120	OS03G0565300
AT1G32120	OS10G0194300
AT1G32120	OS12G0256800
AT1G32120	OS03G0565900
AT1G17260	OS03G0183900
AT4G25160	OS03G0101200
AT4G25160	OS06G0140800
AT4G25160	OS10G0561500
AT2G39570	OS05G0113000
AT2G23060	OS07G0116600
AT2G23060	OS03G0205800
AT2G23060	OS03G0764000
AT1G31480	OS08G0110700
AT4G15880	OS03G0344300
AT4G15880	OS01G0355900
AT4G26620	OS02G0725100
AT1G17500	OS06G0565900
AT1G21150	OS05G0403600
AT1G21150	OS05G0413000
AT1G21150	OS07G0423000
AT1G21150	OS05G0403400
AT2G22120	OS11G0604600
AT1G78110	OS02G0753400
AT1G78110	OS09G0370000
AT1G80080	OS01G0623000
AT2G47470	OS05G0156300
AT2G47470	OS01G0339900
AT4G02790	OS05G0430400
AT4G19410	OS02G0702400
AT4G19410	OS04G0602500
AT1G23260	OS03G0712300
AT1G09790	OS04G0540300
AT3G58710	OS01G0750100
AT5G65100	OS04G0456900
AT1G60270	OS01G0930800
AT1G60270	OS05G0366600
AT1G60270	OS01G0813700
AT1G60270	OS05G0365600
AT1G60270	OS05G0366800
AT1G60270	OS05G0366000
AT1G60270	OS01G0813800
AT5G57350	OS03G0107100
AT5G57350	OS11G0485200
AT3G29100	OS01G0560200
AT3G29100	OS01G0707300
AT2G46890	OS04G0105300
AT1G77980	OS08G0494100
AT1G77980	OS06G0223300
AT2G39770	OS08G0237200
AT2G39770	OS01G0847200
AT2G39770	OS03G0268400
AT3G58810	OS05G0128400
AT1G42470	OS04G0563801
AT5G16130	OS05G0346300
AT5G16130	OS03G0297300
AT5G16130	OS03G0297100
AT5G16130	OS02G0324500
AT3G05640	OS05G0358500
AT4G35520	OS09G0551900
AT2G24180	OS03G0568400
AT2G24180	OS12G0512800
AT2G24180	OS07G0293000
AT4G10790	OS10G0520600
AT2G29970	OS12G0104300
AT2G29970	OS11G0104300
AT1G34170	OS01G0236300
AT1G56150	OS06G0671150
AT1G56150	OS12G0626200
AT1G56150	OS04G0617050
AT3G24440	OS05G0145400
AT3G24440	OS12G0533500
AT1G75520	OS09G0531600
AT1G75520	OS08G0547600
AT1G75520	OS06G0712600
AT1G53890	OS07G0672600
AT1G53890	OS01G0931700
AT1G53890	OS01G0931600
AT5G27470	OS01G0559100
AT5G27470	OS03G0198400
AT5G03260	OS01G0634500
AT5G26920	OS12G0556500
AT5G26920	OS12G0556300
AT5G26920	OS11G0664500
AT5G26920	OS11G0664800
AT5G26920	OS11G0663100
AT5G26920	OS03G0778000
AT5G26920	OS12G0556200
AT5G26920	OS11G0668650
AT5G26920	OS12G0547600
AT5G26920	OS11G0669100
AT5G26920	OS11G0668300
AT2G40340	OS08G0565200
AT4G37950	OS12G0131900
AT4G37950	OS11G0134100
AT5G54750	OS03G0402000
AT5G54750	OS07G0642300
AT5G47180	OS02G0652550
AT5G47180	OS10G0549100
AT5G04810	OS04G0684500
AT5G44000	OS02G0814800
AT5G08020	OS03G0214100
AT5G64570	OS04G0640700
AT1G43722	OS11G0202600
AT4G36250	OS04G0540600
AT4G36250	OS02G0647900
AT4G36250	OS02G0646500
AT1G73370	OS04G0309600
AT1G73370	OS04G0249500
AT1G73370	OS02G0831500
AT5G14060	OS03G0850400
AT5G14060	OS07G0300900
AT5G14060	OS01G0927900
AT5G11480	OS01G0732200
AT1G01230	OS02G0673600
AT1G01230	OS04G0567700
AT1G01230	OS07G0452500
AT4G14680	OS03G0743900
AT2G27930	OS11G0428700
AT2G27930	OS01G0518000
AT2G27930	OS08G0560300
AT2G27930	OS01G0517800
AT1G70700	OS09G0401300
AT1G70700	OS08G0428400
AT3G15010	OS01G0614500
AT5G05270	OS12G0115700
AT5G05270	OS11G0116300
AT2G34770	OS12G0628400
AT2G34770	OS03G0780800
AT2G01540	OS07G0501700
AT2G01540	OS07G0108500
AT2G01540	OS07G0500300
AT2G01540	OS07G0462500
AT2G01540	OS02G0327000
AT2G01540	OS07G0108400
AT1G02380	OS01G0299500
AT1G02380	OS05G0131900
AT1G48870	OS02G0539900
AT1G48870	OS04G0417800
AT3G50840	OS03G0767600
AT3G50840	OS03G0738900
AT1G36950	OS05G0550000
AT4G33380	OS06G0214100
AT4G33380	OS02G0761600
AT3G60100	OS11G0538900
AT3G60100	OS02G0194100
AT1G12430	OS06G0137100
AT3G17440	OS07G0637400
AT3G17440	OS03G0369800
AT3G10350	OS02G0745000
AT1G56320	OS05G0355900
AT1G56320	OS03G0304100
AT1G56320	OS01G0253800
AT4G14465	OS08G0563200
AT4G14465	OS07G0235200
AT4G14465	OS02G0820800
AT4G22580	OS10G0553600
AT1G36310	OS02G0750500
AT3G17030	OS03G0832500
AT1G44830	OS03G0263000
AT1G44830	OS02G0767800
AT4G16180	OS03G0310500
AT4G15396	OS07G0482900
AT2G16880	OS03G0201400
AT5G45190	OS12G0485400
AT5G41120	OS09G0509500
AT4G02860	OS01G0266500
AT4G02860	OS11G0406945
AT4G02860	OS03G0434400
AT3G12145	OS05G0104600
AT3G12145	OS05G0104200
AT3G12145	OS05G0104700
AT3G12145	OS05G0104150
AT5G19940	OS04G0607000
AT1G01300	OS01G0598600
AT1G01300	OS05G0590000
AT1G01300	OS01G0720000
AT2G43790	OS06G0154500
AT1G48050	OS03G0856200
AT5G66820	OS03G0186500
AT1G22180	OS02G0752000
AT3G60190	OS10G0567800
AT3G60190	OS09G0572900
AT1G17450	OS02G0633100
AT1G17450	OS02G0316900
AT1G17450	OS05G0569900
AT1G61630	OS07G0557100
AT1G61630	OS07G0557200
AT1G61630	OS07G0557400
AT5G18260	OS03G0326300
AT1G28590	OS01G0650900
AT1G28590	OS03G0365900
AT1G28590	OS01G0649900
AT1G28590	OS03G0365000
AT1G28590	OS01G0650200
AT1G28590	OS01G0612900
AT1G28590	OS01G0649400
AT1G28590	OS03G0365800
AT1G28590	OS07G0642200
AT1G28590	OS01G0651000
AT3G49990	OS03G0372700
AT3G49990	OS07G0634300
AT2G33793	OS07G0256300
AT2G33793	OS03G0837800
AT2G33793	OS07G0208801
AT5G19380	OS01G0955700
AT1G79670	OS02G0632800
AT1G79670	OS04G0651500
AT1G79670	OS04G0366000
AT1G79670	OS08G0501600
AT1G79670	OS03G0841100
AT1G79670	OS04G0308100
AT1G79670	OS09G0482640
AT1G79670	OS10G0180800
AT1G79670	OS08G0501500
AT1G79670	OS09G0339300
AT1G79670	OS04G0307900
AT1G79670	OS09G0561500
AT1G79670	OS01G0365000
AT1G79670	OS09G0561600
AT1G79670	OS02G0632100
AT1G79670	OS02G0633066
AT1G79670	OS05G0135100
AT1G79670	OS04G0365100
AT1G79670	OS09G0562600
AT1G79670	OS08G0378300
AT1G79670	OS02G0807800
AT1G79670	OS08G0501200
AT1G79670	OS09G0561450
AT1G79670	OS02G0632900
AT1G79670	OS04G0127500
AT1G79670	OS01G0364400
AT1G79670	OS08G0501000
AT4G14230	OS05G0395300
AT3G55580	OS05G0456925
AT3G55580	OS01G0846800
AT1G68170	OS04G0687800
AT1G60080	OS11G0311300
AT2G45650	OS04G0580700
AT2G45650	OS02G0682200
AT4G08980	OS02G0757700
AT4G08980	OS06G0219700
AT3G03180	OS10G0337600
AT3G03180	OS03G0209400
AT5G07070	OS11G0113700
AT5G07070	OS02G0161000
AT5G07070	OS05G0476350
AT5G07070	OS05G0332300
AT5G07070	OS07G0678600
AT5G07070	OS12G0113500
AT5G07070	OS01G0824600
AT5G07070	OS03G0339900
AT1G07130	OS03G0366900
AT4G08590	OS05G0102600
AT4G08590	OS04G0289800
AT2G18400	OS03G0725000
AT5G40280	OS01G0737800
AT3G04010	OS03G0792800
AT3G04010	OS03G0656800
AT3G04010	OS07G0168600
AT5G07380	OS01G0103900
AT3G02270	OS02G0812400
AT1G71866	OS04G0637300
AT1G71866	OS04G0457700
AT2G39210	OS10G0169900
AT2G39210	OS03G0800000
AT2G39210	OS12G0637700
AT2G39210	OS07G0187900
AT2G39210	OS12G0637800
AT2G39210	OS12G0484600
AT2G39210	OS03G0682100
AT5G23950	OS09G0571200
AT5G23950	OS08G0562600
AT5G45110	OS03G0667100
AT5G45110	OS01G0767900
AT2G47040	OS04G0458900
AT3G08650	OS05G0316100
AT2G28630	OS10G0472900
AT2G28630	OS03G0382100
AT2G28630	OS02G0813600
AT2G28630	OS03G0383600
AT2G03290	OS03G0376000
AT2G03290	OS07G0632700
AT3G61150	OS09G0526300
AT1G77810	OS02G0566800
AT1G77810	OS09G0452900
AT3G12970	OS04G0618950
AT3G12970	OS12G0610300
AT3G12970	OS02G0165500
AT3G12970	OS06G0675200
AT5G44330	OS08G0130300
AT4G30930	OS05G0557800
AT1G16210	OS03G0131800
AT1G16210	OS04G0561600
AT5G08530	OS07G0645400
AT2G36200	OS08G0558400
AT1G34580	OS04G0453266
AT1G34580	OS02G0574100
AT1G34580	OS04G0454200
AT1G34580	OS02G0574500
AT1G34580	OS02G0573500
AT1G34580	OS04G0452700
AT1G34580	OS04G0453400
AT1G34580	OS04G0452600
AT1G34580	OS02G0574000
AT1G34580	OS04G0453300
AT1G34580	OS04G0453200
AT1G02050	OS10G0484800
AT1G66500	OS08G0187700
AT4G09110	OS02G0759400
AT4G09110	OS03G0188200
AT4G09110	OS09G0468300
AT4G09110	OS03G0391100
AT4G09110	OS06G0218300
AT4G09110	OS08G0484200
AT5G24530	OS03G0122300
AT5G24530	OS10G0536400
AT5G24530	OS04G0581000
AT1G04030	OS04G0511700
AT1G04030	OS03G0138500
AT5G13360	OS11G0528700
AT5G13360	OS06G0499500
AT3G33530	OS02G0137000
AT3G33530	OS02G0136933
AT3G18210	OS01G0502400
AT5G01230	OS06G0704900
AT5G63080	OS01G0546900
AT1G29370	OS05G0566900
AT1G29370	OS01G0663800
AT1G29370	OS05G0581800
AT5G10710	OS04G0284100
AT3G05320	OS02G0168500
AT4G30500	OS02G0666800
AT5G48070	OS06G0696600
AT1G18880	OS07G0190650
AT1G18880	OS12G0638300
AT1G18880	OS12G0638200
AT1G18880	OS03G0687000
AT5G61570	OS02G0655800
AT5G61570	OS04G0548400
AT1G50740	OS03G0568500
AT3G47110	OS11G0568800
AT3G47110	OS11G0173432
AT3G47110	OS07G0121200
AT3G47110	OS02G0215500
AT3G47110	OS11G0173900
AT3G47110	OS10G0375000
AT3G47110	OS11G0171800
AT3G47110	OS11G0559200
AT3G47110	OS01G0523100
AT3G47110	OS01G0153000
AT3G47110	OS11G0172150
AT3G47110	OS11G0490200
AT3G47110	OS02G0215700
AT3G47110	OS11G0173800
AT3G47110	OS06G0667000
AT3G47110	OS11G0173550
AT3G47110	OS01G0152800
AT3G47110	OS08G0248100
AT3G47110	OS01G0152600
AT3G47110	OS10G0374600
AT3G47110	OS11G0173500
AT3G47110	OS07G0251900
AT3G47110	OS01G0152000
AT3G47110	OS10G0337400
AT3G47110	OS02G0615800
AT3G11430	OS05G0457800
AT3G56210	OS03G0665800
AT2G26695	OS01G0555100
AT5G03540	OS04G0685500
AT5G03540	OS11G0157400
AT5G03540	OS12G0159700
AT5G03540	OS04G0685600
AT1G58220	OS02G0551400
AT4G10520	OS04G0127100
AT3G04290	OS02G0816200
AT3G04290	OS04G0507700
AT3G04290	OS08G0565900
AT3G04290	OS02G0617400
AT3G04290	OS10G0463200
AT1G07350	OS03G0265600
AT5G63960	OS11G0186400
AT4G36490	OS10G0122600
AT4G36490	OS02G0133200
AT4G36490	OS02G0440900
AT5G08040	OS03G0603500
AT5G08040	OS12G0575200
AT4G20340	OS08G0343300
AT4G20340	OS11G0137500
AT4G20340	OS12G0134300
AT4G20340	OS11G0137400
AT4G39340	OS11G0168000
AT4G33330	OS03G0184300
AT5G49900	OS11G0242100
AT3G11150	OS01G0830500
AT3G03540	OS03G0852800
AT3G03540	OS11G0593000
AT1G06950	OS10G0492000
AT1G06950	OS10G0492300
AT1G06950	OS10G0492101
AT4G14250	OS04G0670800
AT4G17050	OS07G0495000
AT3G09940	OS09G0567300
AT3G09940	OS08G0557600
AT3G51860	OS05G0594200
AT3G51860	OS01G0557500
AT3G51860	OS02G0314300
AT5G02320	OS05G0459000
AT5G02320	OS01G0841500
AT5G66400	OS01G0702500
AT5G46960	OS02G0103200
AT5G11030	OS08G0290100
AT4G17190	OS04G0657100
AT4G17190	OS01G0695300
AT4G17190	OS01G0703400
AT4G17190	OS05G0543400
AT4G34100	OS06G0639100
AT4G03180	OS12G0538100
AT5G48090	OS08G0502000
AT5G01320	OS03G0293500
AT5G01320	OS10G0480900
AT5G01320	OS05G0469600
AT5G01320	OS01G0160100
AT5G01320	OS05G0469800
AT5G01320	OS07G0693100
AT5G58010	OS06G0193400
AT5G58010	OS02G0564700
AT5G57870	OS06G0520600
AT5G57870	OS04G0499300
AT5G57870	OS02G0611500
AT5G37475	OS02G0122300
AT3G27700	OS04G0394300
AT1G52140	OS01G0198500
AT1G52140	OS06G0554600
AT1G52140	OS05G0200700
AT1G52140	OS02G0229800
AT1G18550	OS01G0605500
AT4G08460	OS04G0448100
AT4G08460	OS02G0770600
AT4G08460	OS02G0566500
AT4G08460	OS09G0451800
AT1G77510	OS02G0554900
AT1G77510	OS04G0436300
AT1G77510	OS11G0199200
AT4G35870	OS03G0137400
AT4G29440	OS01G0706400
AT5G41240	OS11G0588300
AT2G37790	OS01G0847600
AT2G37790	OS05G0456300
AT2G37790	OS01G0847800
AT2G37790	OS01G0847700
AT2G37790	OS05G0456200
AT1G15950	OS09G0419200
AT1G15950	OS08G0441500
AT5G55970	OS01G0703300
AT5G43670	OS03G0742800
AT4G26160	OS05G0200100
AT5G08350	OS02G0636600
AT5G08350	OS02G0636700
AT5G08350	OS04G0527000
AT5G08350	OS10G0489000
AT5G08350	OS04G0526800
AT4G10630	OS02G0102000
AT1G69620	OS08G0436800
AT1G69620	OS08G0156800
AT1G69620	OS09G0413500
AT4G33870	OS01G0712800
AT5G49070	OS04G0116800
AT4G04640	OS07G0513000
AT3G43860	OS02G0778600
AT1G57860	OS10G0465800
AT1G57860	OS03G0141000
AT5G24560	OS12G0131400
AT5G24560	OS02G0812500
AT5G24560	OS02G0813000
AT5G24560	OS02G0813350
AT5G24560	OS12G0129700
AT5G24560	OS08G0150700
AT5G24560	OS02G0813083
AT5G24560	OS02G0812600
AT5G24560	OS02G0813166
AT4G24230	OS03G0243600
AT1G63160	OS04G0569000
AT5G22310	OS02G0506100
AT5G22310	OS04G0382800
AT2G32910	OS06G0227200
AT2G32910	OS02G0745600
AT2G34160	OS01G0173100
AT5G43840	OS03G0795900
AT5G43840	OS07G0178600
AT5G43840	OS03G0161900
AT5G43840	OS10G0419300
AT3G09020	OS04G0529700
AT1G48240	OS07G0637400
AT1G48240	OS03G0369800
AT4G34150	OS06G0638900
AT5G58390	OS12G0112000
AT5G58390	OS11G0112400
AT5G37320	OS04G0594500
AT5G37320	OS04G0594700
AT1G71140	OS01G0504500
AT1G71140	OS01G0684900
AT1G71140	OS05G0554000
AT5G43600	OS12G0597500
AT3G48195	OS01G0549500
AT3G51960	OS01G0801901
AT3G51960	OS05G0495200
AT4G16580	OS03G0809300
AT2G05810	OS09G0135800
AT1G66960	OS08G0223900
AT2G30750	OS01G0544200
AT2G30750	OS08G0106300
AT2G30750	OS08G0105700
AT2G30750	OS08G0105800
AT2G30750	OS05G0424300
AT2G30750	OS05G0361000
AT2G30750	OS09G0530275
AT2G30750	OS01G0227700
AT2G30750	OS06G0267400
AT2G30750	OS06G0325900
AT2G30750	OS11G0465200
AT2G30750	OS08G0105400
AT2G30750	OS01G0227800
AT2G30750	OS05G0515200
AT2G30750	OS08G0106000
AT2G30750	OS09G0530300
AT2G30750	OS01G0227500
AT2G37010	OS06G0731200
AT2G37010	OS11G0416900
AT2G37010	OS10G0442900
AT2G37010	OS04G0194500
AT1G36370	OS05G0429000
AT1G36370	OS01G0874900
AT3G25540	OS02G0581300
AT3G25540	OS02G0728300
AT2G26820	OS02G0557100
AT2G26820	OS04G0441600
AT3G23590	OS07G0211200
AT3G23590	OS07G0211101
AT1G63370	OS10G0553800
AT1G56110	OS07G0661800
AT1G56110	OS03G0352300
AT1G14510	OS05G0419100
AT1G14510	OS04G0444900
AT1G14510	OS02G0564100
AT1G14510	OS01G0887700
AT1G14510	OS11G0244800
AT2G28880	OS06G0699700
AT4G18910	OS05G0205050
AT4G18910	OS01G0202800
AT4G01320	OS02G0680400
AT4G15310	OS07G0482900
AT1G19010	OS02G0580700
AT1G54250	OS06G0697400
AT1G54250	OS03G0845700
AT1G55170	OS12G0193100
AT1G70230	OS09G0375300
AT1G70230	OS06G0235000
AT1G70230	OS06G0235200
AT1G70230	OS06G0234900
AT1G70230	OS06G0235100
AT1G70230	OS07G0256700
AT1G70230	OS07G0255900
AT5G60940	OS03G0754900
AT1G23160	OS11G0528700
AT1G23160	OS06G0499500
AT1G67510	OS12G0235700
AT1G67510	OS11G0300600
AT1G67510	OS11G0300700
AT2G21280	OS02G0834700
AT1G08230	OS01G0857400
AT5G60960	OS07G0603900
AT3G42180	OS02G0613100
AT3G42180	OS06G0680900
AT4G33250	OS03G0182700
AT1G67780	OS05G0300700
AT3G27720	OS03G0233500
AT2G01290	OS04G0306400
AT5G65230	OS06G0221000
AT5G65230	OS08G0486300
AT5G18100	OS03G0219200
AT3G13710	OS01G0196500
AT3G13710	OS05G0200280
AT4G37040	OS02G0761700
AT5G17240	OS07G0471100
AT2G03500	OS01G0176700
AT3G01880	OS07G0575900
AT4G38060	OS08G0414300
AT4G38060	OS09G0376300
AT1G04280	OS05G0508800
AT1G04280	OS01G0774500
AT1G04280	OS03G0628800
AT3G08960	OS03G0292900
AT3G08960	OS07G0693400
AT5G64840	OS11G0603200
AT5G16300	OS01G0777000
AT3G54700	OS01G0741300
AT3G54700	OS03G0136400
AT3G54700	OS08G0564000
AT3G54700	OS03G0150800
AT3G54700	OS03G0150500
AT3G54700	OS03G0150600
AT3G54700	OS10G0444600
AT3G54700	OS04G0186400
AT3G54700	OS10G0444700
AT3G54700	OS04G0508751
AT3G54700	OS04G0185600
AT1G55020	OS03G0700700
AT1G55020	OS03G0738600
AT1G55020	OS03G0699700
AT1G55020	OS11G0575600
AT4G16260	OS01G0944500
AT4G16260	OS01G0947000
AT4G16260	OS01G0941500
AT4G16260	OS01G0946500
AT4G16260	OS01G0940700
AT4G16260	OS01G0940800
AT4G16260	OS01G0944700
AT4G16260	OS01G0713200
AT4G16260	OS01G0942300
AT4G16260	OS01G0941200
AT4G16260	OS03G0600600
AT4G16260	OS01G0944800
AT4G16260	OS01G0946700
AT4G16260	OS05G0375400
AT4G38570	OS06G0492000
AT4G38570	OS02G0123600
AT3G24310	OS03G0142600
AT3G24310	OS02G0618400
AT3G24310	OS04G0508500
AT4G20550	OS03G0564600
AT1G48970	OS03G0645200
AT1G48970	OS12G0617100
AT5G53070	OS05G0528900
AT3G59980	OS04G0303900
AT2G15760	OS07G0619500
AT2G37660	OS05G0110300
AT4G33120	OS06G0574100
AT2G36160	OS04G0413600
AT2G36160	OS02G0162500
AT2G36160	OS02G0534800
AT3G22430	OS03G0159200
AT2G24800	OS04G0498700
AT3G17060	OS03G0309400
AT5G65980	OS09G0554300
AT5G65980	OS09G0555100
AT2G20450	OS02G0622300
AT2G20450	OS04G0515300
AT4G39390	OS12G0154600
AT4G39390	OS05G0215800
AT4G39390	OS02G0614500
AT4G39390	OS12G0154000
AT5G46530	OS01G0247900
AT5G46530	OS01G0699900
AT3G55750	OS05G0556900
AT3G55750	OS05G0555800
AT3G55750	OS02G0785800
AT4G26810	OS09G0133000
AT1G12450	OS07G0467600
AT2G35780	OS01G0833500
AT3G60860	OS03G0246800
AT1G57660	OS10G0465800
AT1G57660	OS03G0141000
AT5G40950	OS01G0924000
AT1G05870	OS11G0245400
AT1G05870	OS11G0282300
AT1G05870	OS01G0898800
AT1G05870	OS12G0230600
AT3G05020	OS03G0856300
AT3G05020	OS08G0549300
AT3G05020	OS12G0534200
AT3G05020	OS09G0539800
AT2G24410	OS05G0545600
AT3G02920	OS02G0829100
AT3G02920	OS06G0693300
AT3G02920	OS02G0633400
AT2G36740	OS08G0192400
AT5G20410	OS02G0802700
AT5G20410	OS08G0299400
AT2G38130	OS11G0525800
AT5G09970	OS10G0403000
AT3G14550	OS05G0235701
AT3G14550	OS07G0580900
AT2G34650	OS12G0614600
AT2G34650	OS03G0642300
AT1G78820	OS06G0551800
AT1G78820	OS06G0552000
AT1G78820	OS01G0958200
AT2G27570	OS10G0190100
AT2G27570	OS07G0605800
AT2G27570	OS07G0148600
AT2G27570	OS08G0514600
AT2G27570	OS08G0277300
AT2G27570	OS02G0684100
AT2G27570	OS11G0505300
AT2G27570	OS09G0555150
AT2G27570	OS12G0270900
AT2G27570	OS06G0626600
AT2G27570	OS11G0503900
AT2G27570	OS11G0141100
AT2G27570	OS08G0297800
AT2G27570	OS08G0240000
AT2G27570	OS11G0450400
AT2G27570	OS09G0256100
AT2G27570	OS04G0526300
AT2G27570	OS01G0311600
AT2G27570	OS08G0515000
AT2G27570	OS07G0606400
AT2G27570	OS11G0141333
AT2G27570	OS08G0239900
AT2G27570	OS12G0137700
AT2G27570	OS12G0137600
AT2G27570	OS04G0359300
AT5G37570	OS04G0414800
AT4G14455	OS08G0563300
AT4G14455	OS02G0820700
AT2G35020	OS04G0613700
